"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 08, 2017","9.58","10.00","10.06","9.43","-","-5.71%"
"Dec 07, 2017","10.16","10.90","11.32","10.12","-","-7.80%"
"Dec 06, 2017","11.02","11.63","11.68","10.86","-","-2.74%"
"Dec 05, 2017","11.33","11.38","11.67","10.65","-","-3.00%"
"Dec 04, 2017","11.68","11.05","11.86","10.26","-","2.19%"
"Dec 01, 2017","11.43","11.19","14.58","10.54","-","1.33%"
"Nov 30, 2017","11.28","10.49","12.05","10.25","-","5.42%"
"Nov 29, 2017","10.70","9.91","10.93","9.81","-","6.68%"
"Nov 28, 2017","10.03","9.72","10.31","9.53","-","1.62%"
"Nov 27, 2017","9.87","10.07","10.26","9.79","-","2.07%"
"Nov 24, 2017","9.67","9.82","9.96","8.56","-","-2.13%"
"Nov 22, 2017","9.88","9.60","9.88","9.32","-","1.54%"
"Nov 21, 2017","9.73","10.74","10.78","9.67","-","-8.64%"
"Nov 20, 2017","10.65","11.96","12.08","10.44","-","-6.82%"
"Nov 17, 2017","11.43","11.75","12.01","11.16","-","-2.81%"
"Nov 16, 2017","11.76","12.47","12.52","11.38","-","-10.43%"
"Nov 15, 2017","13.13","12.52","14.51","12.33","-","13.29%"
"Nov 14, 2017","11.59","11.53","12.61","11.45","-","0.78%"
"Nov 13, 2017","11.50","11.43","12.18","11.00","-","1.86%"
"Nov 10, 2017","11.29","10.78","11.58","10.50","-","7.52%"
"Nov 09, 2017","10.50","9.94","12.19","9.79","-","7.36%"
"Nov 08, 2017","9.78","9.79","10.27","9.50","-","-1.11%"
"Nov 07, 2017","9.89","9.31","10.31","9.29","-","5.21%"
"Nov 06, 2017","9.40","9.63","9.74","9.38","-","2.84%"
"Nov 03, 2017","9.14","9.83","9.91","8.99","-","-7.96%"
"Nov 02, 2017","9.93","10.44","10.89","9.67","-","-2.65%"
"Nov 01, 2017","10.20","9.79","10.49","9.74","-","0.20%"
"Oct 31, 2017","10.18","10.34","10.37","9.90","-","-3.05%"
"Oct 30, 2017","10.50","10.28","10.89","10.10","-","7.14%"
"Oct 27, 2017","9.80","11.12","11.12","9.74","-","-13.27%"
"Oct 26, 2017","11.30","11.17","11.81","10.60","-","0.62%"
"Oct 25, 2017","11.23","11.34","13.20","10.99","-","0.63%"
"Oct 24, 2017","11.16","10.89","11.16","10.39","-","0.81%"
"Oct 23, 2017","11.07","10.25","11.08","9.94","-","11.03%"
"Oct 20, 2017","9.97","9.92","10.04","9.29","-","-0.80%"
"Oct 19, 2017","10.05","10.22","11.77","9.99","-","-0.20%"
"Oct 18, 2017","10.07","10.34","10.41","9.87","-","-2.33%"
"Oct 17, 2017","10.31","9.85","10.46","9.78","-","4.04%"
"Oct 16, 2017","9.91","9.95","10.02","9.75","-","3.12%"
"Oct 13, 2017","9.61","9.95","9.98","9.44","-","-3.03%"
"Oct 12, 2017","9.91","9.94","10.33","9.65","-","0.61%"
"Oct 11, 2017","9.85","9.95","10.38","9.72","-","-2.28%"
"Oct 10, 2017","10.08","10.15","10.66","9.94","-","-2.42%"
"Oct 09, 2017","10.33","9.92","10.53","9.88","-","7.05%"
"Oct 06, 2017","9.65","9.23","10.27","9.11","-","5.01%"
"Oct 05, 2017","9.19","9.48","9.62","9.13","-","-4.57%"
"Oct 04, 2017","9.63","9.53","9.88","9.53","-","1.26%"
"Oct 03, 2017","9.51","9.30","9.75","9.30","-","0.63%"
"Oct 02, 2017","9.45","9.59","10.04","9.37","-","-0.63%"
"Sep 29, 2017","9.51","9.59","9.83","9.36","-","-0.42%"
"Sep 28, 2017","9.55","9.74","10.13","9.55","-","-3.24%"
"Sep 27, 2017","9.87","9.90","10.42","9.63","-","-2.95%"
"Sep 26, 2017","10.17","10.42","10.68","9.94","-","-0.39%"
"Sep 25, 2017","10.21","10.08","11.21","9.79","-","6.47%"
"Sep 22, 2017","9.59","9.90","10.20","9.50","-","-0.83%"
"Sep 21, 2017","9.67","9.74","10.21","9.54","-","-1.12%"
"Sep 20, 2017","9.78","10.04","10.67","9.67","-","-3.93%"
"Sep 19, 2017","10.18","10.16","10.30","9.85","-","0.30%"
"Sep 18, 2017","10.15","10.18","10.42","9.88","-","-0.20%"
"Sep 15, 2017","10.17","10.51","10.74","10.00","-","-2.59%"
"Sep 14, 2017","10.44","10.57","11.04","10.28","-","-0.57%"
"Sep 13, 2017","10.50","10.72","10.86","10.33","-","-0.76%"
"Sep 12, 2017","10.58","10.66","10.95","10.29","-","-1.40%"
"Sep 11, 2017","10.73","11.38","11.39","10.51","-","-11.47%"
"Sep 08, 2017","12.12","11.87","12.60","11.84","-","4.94%"
"Sep 07, 2017","11.55","11.93","12.07","11.32","-","-0.69%"
"Sep 06, 2017","11.63","12.27","12.59","11.35","-","-4.91%"
"Sep 05, 2017","12.23","11.75","14.06","11.41","-","20.73%"
"Sep 01, 2017","10.13","10.33","10.46","10.02","-","-4.34%"
"Aug 31, 2017","10.59","11.07","11.22","10.34","-","-5.61%"
"Aug 30, 2017","11.22","11.40","11.98","10.96","-","-4.10%"
"Aug 29, 2017","11.70","13.33","14.34","11.48","-","3.36%"
"Aug 28, 2017","11.32","12.09","12.11","11.23","-","0.35%"
"Aug 25, 2017","11.28","12.20","12.45","11.10","-","-7.77%"
"Aug 24, 2017","12.23","12.06","12.83","11.55","-","-0.16%"
"Aug 23, 2017","12.25","11.51","12.59","11.39","-","7.93%"
"Aug 22, 2017","11.35","12.60","12.94","11.35","-","-13.95%"
"Aug 21, 2017","13.19","14.59","14.74","13.07","-","-7.50%"
"Aug 18, 2017","14.26","15.38","16.04","13.32","-","-8.30%"
"Aug 17, 2017","15.55","11.81","15.77","11.54","-","32.45%"
"Aug 16, 2017","11.74","11.59","12.54","11.25","-","-2.49%"
"Aug 15, 2017","12.04","11.78","12.37","11.45","-","-2.35%"
"Aug 14, 2017","12.33","14.05","14.05","12.06","-","-20.50%"
"Aug 11, 2017","15.51","16.17","17.28","14.50","-","-3.30%"
"Aug 10, 2017","16.04","11.57","16.17","11.56","-","44.37%"
"Aug 09, 2017","11.11","11.49","12.63","11.11","-","1.37%"
"Aug 08, 2017","10.96","10.04","11.52","9.52","-","10.37%"
"Aug 07, 2017","9.93","10.19","10.32","9.76","-","-1.00%"
"Aug 04, 2017","10.03","10.48","10.50","9.68","-","-3.93%"
"Aug 03, 2017","10.44","10.47","10.60","9.90","-","1.56%"
"Aug 02, 2017","10.28","10.08","10.81","9.80","-","1.88%"
"Aug 01, 2017","10.09","10.19","10.56","9.95","-","-1.66%"
"Jul 31, 2017","10.26","10.53","10.84","10.23","-","-0.29%"
"Jul 28, 2017","10.29","10.62","11.30","10.26","-","1.78%"
"Jul 27, 2017","10.11","9.33","11.50","9.16","-","5.31%"
"Jul 26, 2017","9.60","9.25","9.66","8.84","-","1.80%"
"Jul 25, 2017","9.43","9.40","9.52","9.04","-","0.00%"
"Jul 24, 2017","9.43","9.94","9.97","9.26","-","0.75%"
"Jul 21, 2017","9.36","9.52","9.98","9.30","-","-2.30%"
"Jul 20, 2017","9.58","9.66","10.28","9.50","-","-2.15%"
"Jul 19, 2017","9.79","9.69","9.94","9.58","-","-1.01%"
"Jul 18, 2017","9.89","9.86","10.35","9.66","-","0.71%"
"Jul 17, 2017","9.82","9.77","10.03","9.71","-","3.26%"
"Jul 14, 2017","9.51","10.09","10.14","9.50","-","-3.94%"
"Jul 13, 2017","9.90","10.07","10.40","9.90","-","-3.88%"
"Jul 12, 2017","10.30","10.85","10.85","10.08","-","-5.42%"
"Jul 11, 2017","10.89","10.79","12.14","10.68","-","-1.98%"
"Jul 10, 2017","11.11","11.26","11.73","10.61","-","-0.71%"
"Jul 07, 2017","11.19","12.48","12.57","10.98","-","-10.77%"
"Jul 06, 2017","12.54","11.20","13.05","11.18","-","13.28%"
"Jul 05, 2017","11.07","11.20","12.03","10.79","-","-1.34%"
"Jul 03, 2017","11.22","11.07","11.45","10.28","-","0.36%"
"Jun 30, 2017","11.18","11.74","11.85","10.40","-","-2.27%"
"Jun 29, 2017","11.44","9.79","15.16","9.73","-","14.06%"
"Jun 28, 2017","10.03","11.17","11.49","9.76","-","-9.31%"
"Jun 27, 2017","11.06","10.04","11.31","9.80","-","11.72%"
"Jun 26, 2017","9.90","10.13","10.44","9.68","-","-1.20%"
"Jun 23, 2017","10.02","10.25","10.69","9.85","-","-4.39%"
"Jun 22, 2017","10.48","10.81","11.01","10.24","-","-2.51%"
"Jun 21, 2017","10.75","11.03","11.40","10.40","-","-1.01%"
"Jun 20, 2017","10.86","10.28","11.15","10.24","-","4.73%"
"Jun 19, 2017","10.37","10.57","10.60","10.01","-","-0.10%"
"Jun 16, 2017","10.38","10.63","11.35","10.26","-","-4.77%"
"Jun 15, 2017","10.90","11.06","12.01","10.74","-","2.44%"
"Jun 14, 2017","10.64","10.33","11.26","10.01","-","2.11%"
"Jun 13, 2017","10.42","11.12","11.14","10.26","-","-9.08%"
"Jun 12, 2017","11.46","11.19","12.37","11.19","-","7.10%"
"Jun 09, 2017","10.70","9.93","12.11","9.37","-","5.31%"
"Jun 08, 2017","10.16","10.27","10.53","9.73","-","-2.21%"
"Jun 07, 2017","10.39","10.48","10.93","10.12","-","-0.57%"
"Jun 06, 2017","10.45","10.19","10.77","9.86","-","3.77%"
"Jun 05, 2017","10.07","10.08","10.28","9.60","-","3.28%"
"Jun 02, 2017","9.75","10.08","10.30","9.58","-","-1.42%"
"Jun 01, 2017","9.89","10.42","10.54","9.69","-","-5.00%"
"May 31, 2017","10.41","10.10","11.30","9.93","-","0.29%"
"May 30, 2017","10.38","10.61","10.84","10.14","-","5.81%"
"May 26, 2017","9.81","9.93","10.48","9.65","-","-1.80%"
"May 25, 2017","9.99","9.82","10.29","9.72","-","-0.30%"
"May 24, 2017","10.02","10.61","10.90","9.88","-","-6.53%"
"May 23, 2017","10.72","11.00","11.00","10.56","-","-1.92%"
"May 22, 2017","10.93","12.29","12.52","10.89","-","-9.22%"
"May 19, 2017","12.04","14.23","14.23","11.72","-","-17.87%"
"May 18, 2017","14.66","14.06","16.30","14.03","-","-5.97%"
"May 17, 2017","15.59","11.89","15.59","11.53","-","46.38%"
"May 16, 2017","10.65","10.46","10.67","10.18","-","2.21%"
"May 15, 2017","10.42","10.54","10.88","10.25","-","0.19%"
"May 12, 2017","10.40","10.72","10.87","10.28","-","-1.89%"
"May 11, 2017","10.60","10.34","11.23","10.32","-","3.82%"
"May 10, 2017","10.21","9.75","10.24","9.62","-","2.51%"
"May 09, 2017","9.96","9.87","10.14","9.56","-","1.94%"
"May 08, 2017","9.77","10.53","10.55","9.67","-","-7.57%"
"May 05, 2017","10.57","10.51","10.98","9.99","-","1.05%"
"May 04, 2017","10.46","10.71","11.24","10.27","-","-2.06%"
"May 03, 2017","10.68","10.56","11.15","10.40","-","0.85%"
"May 02, 2017","10.59","10.15","10.59","10.04","-","4.75%"
"May 01, 2017","10.11","10.92","11.04","9.90","-","-6.56%"
"Apr 28, 2017","10.82","10.39","11.16","10.29","-","4.44%"
"Apr 27, 2017","10.36","10.72","11.08","10.33","-","-4.52%"
"Apr 26, 2017","10.85","10.61","10.89","10.39","-","0.84%"
"Apr 25, 2017","10.76","10.81","11.15","10.22","-","-0.74%"
"Apr 24, 2017","10.84","11.56","12.01","10.82","-","-25.91%"
"Apr 21, 2017","14.63","13.85","15.33","13.85","-","3.39%"
"Apr 20, 2017","14.15","14.59","14.81","13.83","-","-5.22%"
"Apr 19, 2017","14.93","14.00","15.15","13.46","-","3.54%"
"Apr 18, 2017","14.42","14.50","15.50","14.29","-","-1.64%"
"Apr 17, 2017","14.66","16.19","16.28","14.60","-","-8.15%"
"Apr 13, 2017","15.96","15.89","16.22","14.97","-","1.20%"
"Apr 12, 2017","15.77","15.16","16.16","14.84","-","4.64%"
"Apr 11, 2017","15.07","14.32","15.88","14.17","-","7.26%"
"Apr 10, 2017","14.05","13.24","14.11","12.94","-","9.17%"
"Apr 07, 2017","12.87","13.17","13.43","12.23","-","3.87%"
"Apr 06, 2017","12.39","13.11","13.22","11.70","-","-3.88%"
"Apr 05, 2017","12.89","11.89","12.89","10.90","-","9.33%"
"Apr 04, 2017","11.79","12.71","13.07","11.70","-","-4.77%"
"Apr 03, 2017","12.38","12.59","13.59","12.27","-","0.08%"
